Sl. No.,Test.Set.Name,Test.Name,Test.Id,Req.Id,Requirement.Name,LastCycleID,LastCycle.1.Runstatus,RegWt,ReqSize,ReqQuality,ActualResult,PredictedResult
1434,Bm6_AFP_FlightHistory,[1]CR 5986_062_IT_WS_ Arrival Flight Progress_ Flight History_ Verify the sorting in Event Date and Time,45802,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,13,0,0,3,1,0,0
1435,Arrival Flights menu,[1]CR 5986_064_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of EXPECTED_ TRANSFER_ PRIO n ECON bags,45804,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1436,BM6_Arrival BagListEnquiry,[1]CR 5986_064_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of EXPECTED_ TRANSFER_ PRIO n ECON bags,45804,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1437,Arrival Flights menu,[1]CR 5986_065_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of EXPECTED_ RUSH_ PRIO n ECON bags,45805,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1438,BM6_Arrival BagListEnquiry,[1]CR 5986_065_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of EXPECTED_ RUSH_ PRIO n ECON bags,45805,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1439,Arrival Flights menu,[1]CR 5986_066_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ENROUTE_ TERMINATING_ PRIO n ECON bags,45806,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,64,3,1,0,0
1440,BM6_Arrival BagListEnquiry,[1]CR 5986_066_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ENROUTE_ TERMINATING_ PRIO n ECON bags,45806,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,64,3,1,0,0
1441,Defect Retesting,[1]CR 5986_066_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ENROUTE_ TERMINATING_ PRIO n ECON bags,45806,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,64,3,1,0,0
1442,Arrival Flights menu,[1]CR 5986_068_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ENROUTE_ RUSH_ PRIO n ECON bags,45808,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,64,3,1,0,0
1443,BM6_Arrival BagListEnquiry,[1]CR 5986_068_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ENROUTE_ RUSH_ PRIO n ECON bags,45808,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,64,3,1,0,0
1444,Arrival Flights menu,[1]CR 5986_069_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ARRIVED_ TERMINATING_ PRIO n ECON bags,45809,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1445,Arrival Flights menu,[1]CR 5986_070_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ARRIVED_ TRANSFER_ PRIO n ECON bags,45810,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,16,3,1,0,0
1446,Bm6_AFP_BagListEnq1,[1]CR 5986_070_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ARRIVED_ TRANSFER_ PRIO n ECON bags,45810,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,16,3,1,0,0
1447,Arrival Flights menu,[1]CR 5986_071_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ARRIVED_ RUSH_ PRIO n ECON bags,45811,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,16,3,1,0,0
1448,Bm6_AFP_BagListEnq1,[1]CR 5986_071_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ARRIVED_ RUSH_ PRIO n ECON bags,45811,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,16,3,1,0,0
1449,Arrival Flights menu,[1]CR 5986_072_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of DELIVERED_ TERMINATING_ PRIO n ECON bags,45812,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1450,Bm6_AFP_BagListEnq1,[1]CR 5986_072_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of DELIVERED_ TERMINATING_ PRIO n ECON bags,45812,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1451,Arrival Flights menu,[1]CR 5986_073_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of DELIVERED_ TRANSFER_ PRIO n ECON bags,45813,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1452,Regression Test Cases,[1]CR 5986_073_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of DELIVERED_ TRANSFER_ PRIO n ECON bags,45813,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1453,Arrival Flights menu,[1]CR 5986_074_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of DELIVERED_ RUSH_ PRIO n ECON bags,45814,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1454,Bm6_AFP_BagListEnq1,[1]CR 5986_074_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of DELIVERED_ RUSH_ PRIO n ECON bags,45814,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1455,Arrival Flights menu,[1]CR 5986_075_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of UNLOADED_ TERMINATING_ PRIO n ECON bags,45815,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1456,Arrival Flights menu,[1]CR 5986_076_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of UNLOADED_ TRANSFER_ PRIO n ECON bags,45816,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1457,Bm6_AFP_BagListEnq1,[1]CR 5986_076_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of UNLOADED_ TRANSFER_ PRIO n ECON bags,45816,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1458,Arrival Flights menu,[1]CR 5986_077_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of UNLOADED_ RUSH_ PRIO n ECON bags,45817,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1459,Bm6_AFP_BagListEnq2,[1]CR 5986_077_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of UNLOADED_ RUSH_ PRIO n ECON bags,45817,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1460,Arrival Flights menu,[1]CR 5986_078_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ON AIRCRAFT_ TRANSFER_ PRIO n ECON bags,45818,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1461,Bm6_AFP_BagListEnq2,[1]CR 5986_078_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ON AIRCRAFT_ TRANSFER_ PRIO n ECON bags,45818,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1462,Arrival Flights menu,[1]CR 5986_079_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ON AIRCRAFT_ RUSH_ PRIO n ECON bags,45819,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1463,Arrival Flights menu,[1]CR 5986_080_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LOADED_ TERMINATING_ PRIO n ECON bags,45820,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,0,3,1,0,0
1464,Bm6_AFP_BagListEnq2,[1]CR 5986_080_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LOADED_ TERMINATING_ PRIO n ECON bags,45820,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,0,3,1,0,0
1465,Regression,[1]CR 5986_080_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LOADED_ TERMINATING_ PRIO n ECON bags,45820,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,0,3,1,0,0
1466,Arrival Flights menu,[1]CR 5986_081_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LOADED_ TRANSFER_ PRIO n ECON bags,45821,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1467,Arrival Flights menu,[1]CR 5986_082_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LAODED_ RUSH_ PRIO n ECON bags,45822,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,0,3,1,0,0
1468,Bm6_AFP_BagListEnq2,[1]CR 5986_082_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LAODED_ RUSH_ PRIO n ECON bags,45822,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,0,3,1,0,0
1469,Regression,[1]CR 5986_082_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LAODED_ RUSH_ PRIO n ECON bags,45822,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,16,0,0,3,1,0,0
1470,Arrival Flights menu,[1]CR 5986_083_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of OFFLOADED_ TRANSFER_ PRIO n ECON bags,45823,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1471,Arrival Flights menu,[1]CR 5986_084_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of OFFLOADED_ RUSH_ PRIO n ECON bags,45824,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1472,Bm6_AFP_BagListEnq2,[1]CR 5986_084_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of OFFLOADED_ RUSH_ PRIO n ECON bags,45824,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1473,Arrival Flights menu,[1]CR 5986_085_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of LOADED_ TRANSFER_ PRIO n ECON bags,45825,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1474,Bm6_AFP_BagListEnq2,[1]CR 5986_085_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of LOADED_ TRANSFER_ PRIO n ECON bags,45825,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,15,0,0,3,1,0,0
1475,Arrival Flights menu,[1]CR 5986_086_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of LOADED_ RUSH_ PRIO n ECON bags,45826,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1476,Arrival Flights menu,[1]CR 5986_087_IT_WS_ Arrival Bag List Enquiry_ Verify the bag count of UNK bags,45827,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1477,Bm6_AFP_BagListEnq3,[1]CR 5986_089_IT_WS_ Arrival Bag List Enquiry_  Verify that system should display the bag as per Orig field with Valid and Invalid Origs,45829,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,13,0,0,3,1,0,0
1478,Arrival Flights menu,[1]CR 5986_090_IT_WS_ Arrival Bag List Enquiry_  Verify the bag count at Current View and At Flight Arrival View,45830,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1479,Bm6_AFP_BagListEnq3,[1]CR 5986_090_IT_WS_ Arrival Bag List Enquiry_  Verify the bag count at Current View and At Flight Arrival View,45830,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,0,3,1,0,0
1480,Arrival Flights menu,[1]CR 5986_091_IT_WS_ Arrival Bag List Enquiry_ Verify the bag count at different flight status_ Arrived_ Cancelled_ Frozen,45831,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,16,3,1,0,0
1481,Bm6_AFP_BagListEnq3,[1]CR 5986_091_IT_WS_ Arrival Bag List Enquiry_ Verify the bag count at different flight status_ Arrived_ Cancelled_ Frozen,45831,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,14,0,16,3,1,0,0
1482,ArrivalBagListEnquiry_BagCount_ARFP_Status1,[1]CR 5986_063_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of EXPECTED_ TERMINATING_ PRIO n ECON bags,56936,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1483,ArrivalBagListEnquiry_BagCount_ARFP_Status1,[1]CR 5986_067_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ENROUTE_ TRANSFER_ PRIO n ECON bags,56937,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1484,ArrivalBagListEnquiry_BagCount_ARFP_Status1,[1]CR 5986_069_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ARRIVED_ TERMINATING_ PRIO n ECON bags,56938,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1485,ArrivalBagListEnquiry_BagCount_ARFP_Status1,[1]CR 5986_073_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of DELIVERED_ TRANSFER_ PRIO n ECON bags,56939,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1486,ArrivalBagListEnquiry_BagCount_ARFP_Status2,[1]CR 5986_075_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of UNLOADED_ TERMINATING_ PRIO n ECON bags,56940,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1487,ArrivalBagListEnquiry_BagCount_ARFP_Status2,[1]CR 5986_078_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ON AIRCRAFT_ TRANSFER_ PRIO n ECON bags,56941,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1488,ArrivalBagListEnquiry_BagCount_ARFP_Status2,[1]CR 5986_079_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of ON AIRCRAFT_ RUSH_ PRIO n ECON bags,56942,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1489,ArrivalBagListEnquiry_BagCount_ARFP_Status2,[1]CR 5986_080_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LOADED_ TERMINATING_ PRIO n ECON bags,56943,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1490,ArrivalBagListEnquiry_BagCount_ARFP_Status3,[1]CR 5986_081_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LOADED_ TRANSFER_ PRIO n ECON bags,56944,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1491,ArrivalBagListEnquiry_BagCount_ARFP_Status3,[1]CR 5986_082_IT_WS_Arrival Bag List Enquiry_ Verify the bag Count of NOT LAODED_ RUSH_ PRIO n ECON bags,56945,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1492,ArrivalBagListEnquiry_BagCount_ARFP_Status3,[1]CR 5986_083_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of OFFLOADED_ TRANSFER_ PRIO n ECON bags,56946,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1493,ArrivalBagListEnquiry_BagCount_ARFP_Status3,[1]CR 5986_084_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of OFFLOADED_ RUSH_ PRIO n ECON bags,56947,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1494,ArrivalBagListEnquiry_BagCount_ARFP_Status4,[1]CR 5986_085_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of LOADED_ TRANSFER_ PRIO n ECON bags,56948,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1495,ArrivalBagListEnquiry_BagCount_ARFP_Status4,[1]CR 5986_086_IT_WS_ Arrival Bag List Enquiry_ Verify the bag Count of LOADED_ RUSH_ PRIO n ECON bags,56949,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1496,ArrivalBagListEnquiry_BagCount_ARFP_Status4,[1]CR 5986_087_IT_WS_ Arrival Bag List Enquiry_ Verify the bag count of UNK bags,56950,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1497,ArrivalBagListEnquiry_BagCount_ARFP_Status4,[1]CR 5986_088_IT_WS_ Arrival Bag List Enquiry_ Verify the bag count of Due and Hot Transfer bags,56951,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,2,0,0,3,1,0,0
1498,ArrivalBagListEnquiry_BagCount_ARFP_Status5,[1]CR 5986_089_IT_WS_ Arrival Bag List Enquiry_  Verify that system should display the bag as per Orig field with Valid and Invalid Origs,56952,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1499,ArrivalBagListEnquiry_BagCount_ARFP_Status5,[1]CR 5986_090_IT_WS_ Arrival Bag List Enquiry_  Verify the bag count at Current View and At Flight Arrival View,56953,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1500,ArrivalBagListEnquiry_BagCount_ARFP_Status5,[1]CR 5986_091_IT_WS_ Arrival Bag List Enquiry_ Verify the bag count at different flight status_ Arrived_ Cancelled_ Frozen,56954,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1501,BM6_ArrivalFlightMenu_BPM,[1]CR 5986_001_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of EXPECTED_ TERMINATING_  Econ OK n First Not Ok_ TRANSFER_ PEcon Ok n PRIO Not Ok_ Operational n Historical range_ In GUI n in Print Report,56975,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1502,BM6_ArrivalFlightMenu_BPM1,[1]CR 5986_001_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of EXPECTED_ TERMINATING_  Econ OK n First Not Ok_ TRANSFER_ PEcon Ok n PRIO Not Ok_ Operational n Historical range_ In GUI n in Print Report,56975,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1503,BM6_ArrivalFlightMenu_BPM,[1]CR 5986_004_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of ENROUTE_RUSH_ Ok n Not Ok _ Operation n Historical Range_ In GUI n in Print Report,56976,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1504,BM6_ArrivalFlightMenu_BPM1,[1]CR 5986_004_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of ENROUTE_RUSH_ Ok n Not Ok _ Operation n Historical Range_ In GUI n in Print Report,56976,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1505,BM6_ArrivalFlightMenu_BPM,[1]CR 5986_006_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of ARRIVED_RUSH_ Ok n Not Ok _ Operation n Historical Range_ In GUI n in Print Report,56977,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1506,BM6_ArrivalFlightMenu_BPM1,[1]CR 5986_006_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of ARRIVED_RUSH_ Ok n Not Ok _ Operation n Historical Range_ In GUI n in Print Report,56977,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1507,BM6_ArrivalFlightMenu_BPM,[1]CR 5986_008_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of DELIVERED_RUSH_ Ok n Not Ok _ Operation n Historical Range_ In GUI n in Print Report,56978,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1508,BM6_ArrivalFlightMenu_BPM1,[1]CR 5986_008_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of DELIVERED_RUSH_ Ok n Not Ok _ Operation n Historical Range_ In GUI n in Print Report,56978,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1509,BM6_ArrivalFlightMenu_BPM,[1]CR 5986_010_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of UNLOADED_RUSH_ Ok n Not Ok_ Operation n Historical Range_  In GUI n in Print Report,56979,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1510,BM6_ArrivalFlightMenu_BPM1,[1]CR 5986_010_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of UNLOADED_RUSH_ Ok n Not Ok_ Operation n Historical Range_  In GUI n in Print Report,56979,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1511,BM6_ArrivalFlightMenu_BPM2,[1]CR 5986_012_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of NOT LOADED_ENROUTED_ TERMINATING_  Econ OK n First Not Ok_ TRANSFER_ PEcon Ok n PRIO Not Ok _ Operation n Historical Range_  In GUI n in Print Report,56980,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1512,BM6_ArrivalFlightMenu_BPM2,[1]CR 5986_014_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of OFFLOADED_ TRANSFER_  Econ OK n First Not Ok_Operation n Historical Range_  In GUI n in Print Report,56981,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1513,BM6_ArrivalFlightMenu_BPM2,[1]CR 5986_017_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of LOADED_RUSH_ Ok n Not Ok _ Operation n Historical Range_ In GUI n in Print Report,56982,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1514,BM6_ArrivalFlightMenu_BPM2,[1]CR 5986_018_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of ON AIRCRAFT_ TRANSFER_  Econ n First _ Operation n Historical Range_  In GUI n in Print Report,56983,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1515,BM6_ArrivalFlightMenu_BPM2,[1]CR 5986_020_IT_WS_ Arrival Flight Progress_ Arrival Status_ Verify the count of UNK_ NOT LOADED bags_ Assigned  Unk bags_ Unassigned Unk bags_ Operation n Historical Range_ In GUI n in Print Report,56984,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,8,0,0,3,1,0,0
1516,BM6_ArrivalFlightMenu_BPM3,[1]CR 5986_023_IT_WS_ Arrival Flight Progress_ GUI Validation_ Verify the functionality of Reset_ Submit_ Help_ Print_ Finish_ Back button and navigation,56985,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1517,BM6_ArrivalFlightMenu_BPM3,[1]CR 5986_026_IT_WS_ Arrival Flight progress_ GUI Validation_ Verify the alignment of Query_ Flight Information_ Bag Information section,56986,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1518,BM6_ArrivalFlightMenu_BPM3,[1]CR 5986_027_IT_WS_ Arrival Flight Progress_ Verify the functionality of Agent Dropdown,56987,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1519,BM6_ArrivalFlightMenu_BPM3,[1]CR 5986_028_IT_WS_ Arrival Flight progress_ GUI Validation_ Verify the alignment of Query_ Flight Information_ Bag Information section,56988,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1520,BM6_ArrivalFlightMenu_BPM3,[1]CR 5986_031_IT_WS_Arrival Flight Progress_ Verify the bag count of  TERMINATING PRIO at ARRIVING section_ When changing the status from_ Expected to Delivered to Unloaded,56989,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1521,BM6_ArrivalFlightMenu_BPM3,[1]CR 5986_033_IT_WS_Arrival Flight Progress_ Verify the bag count of  TRANSFER PRIO at ARRIVING section_ When changing the status from_ Expected to Delivered to Unloaded,56990,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1522,BM6_ArrivalFlightMenu_BPM3,[1]CR 5986_035_IT_WS_Arrival Flight Progress_ Verify the bag count of TRANSFER PRIO at DEPARTING Section_ When changing the status from_ Not Loaded to Loaded to On Aircraft to Offloaded,56991,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1523,CR 5986_037_046__IT_WS_ Arrival Flight Progress_ Manifest,[1]CR 5986_037_IT_WS_ Arrival Flight Progress_ Manifest_ Verify the Manifest Details_ Incoming BMM_ Positioned and Un positioned BHE,56992,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,0,0,0,0,0,0,0
1524,CR 5986_038_039_047_IT_WS_ Arrival Flight Progress_ Manifest,[1]CR 5986_038_IT_WS_ Arrival Flight Progress_ Manifest_ Verify the Manifest Details_ Outstation BPM_ Positioned and Un positioned BHE_ Terminating Bags,56993,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,7,0,0,3,1,0,0
1525,CR 5986_038_039_047_IT_WS_ Arrival Flight Progress_ Manifest,[1]CR 5986_039_IT_WS_ Arrival Flight Progress_ Manifest_ Verify the Manifest Details_ Outstation BPM_ Positioned and Un positioned BHE_ Connecting Bags,56994,7420,CR 5986 ->IWS Arrival Flights> New screens to present Arrival Flight information in more details,7,0,0,3,1,0,0
