age,job,marital,education,default,balance
32,technician,single,secondary,no,0
65,unknown,married,unknown,no,300
34,unemployed,single,tertiary,no,415
34,admin.,single,primary,no,0
42,blue-collar,single,primary,no,1322
31,services,married,secondary,no,1062
47,technician,married,secondary,no,302
44,technician,divorced,secondary,no,809
38,housemaid,married,secondary,no,-278
28,management,single,tertiary,no,3238
46,admin.,single,secondary,no,751
51,blue-collar,divorced,primary,no,-28
42,management,divorced,tertiary,no,0
37,technician,single,secondary,no,2442
58,unemployed,married,tertiary,no,1798
43,admin.,married,secondary,no,132
36,management,single,tertiary,no,260
34,blue-collar,married,secondary,no,7
31,management,single,tertiary,no,3283
49,technician,married,unknown,no,323
54,management,married,tertiary,no,2960
29,unemployed,single,secondary,no,486
51,retired,divorced,secondary,no,343
40,unemployed,divorced,secondary,no,507
35,management,single,tertiary,no,5958
25,student,single,secondary,no,304
32,blue-collar,single,secondary,no,118
30,self-employed,married,secondary,no,123
38,management,married,tertiary,no,76
46,admin.,married,secondary,no,70
43,unemployed,married,primary,no,960
32,technician,single,tertiary,no,2185
29,blue-collar,single,secondary,no,309
56,blue-collar,married,secondary,no,2190
57,technician,married,primary,no,0
38,admin.,married,secondary,no,3732
51,technician,married,primary,no,1550
35,admin.,single,tertiary,no,62
37,blue-collar,married,primary,no,704
48,management,married,secondary,no,4415
30,blue-collar,single,secondary,yes,4
60,retired,married,secondary,no,262
56,management,married,secondary,no,238
45,blue-collar,married,primary,no,97
38,technician,divorced,secondary,no,410
20,student,single,secondary,no,1191
59,retired,married,primary,no,-47
34,technician,married,tertiary,no,197
36,blue-collar,married,unknown,no,6
53,admin.,single,secondary,no,2398
51,management,married,tertiary,no,630
58,retired,married,secondary,no,235
48,management,married,primary,no,1910
56,management,married,tertiary,no,3172
51,blue-collar,married,primary,no,872
35,blue-collar,married,secondary,no,407
40,admin.,single,secondary,no,100
59,housemaid,married,secondary,no,345
44,management,divorced,tertiary,no,2058
49,housemaid,married,primary,no,889
35,admin.,married,tertiary,no,0
41,management,married,tertiary,no,51
55,retired,married,primary,no,150
51,self-employed,married,secondary,yes,34
27,services,single,secondary,no,795
57,blue-collar,married,primary,no,282
51,management,single,tertiary,no,2139
38,management,married,tertiary,no,-469
49,admin.,married,secondary,no,197
40,technician,single,tertiary,no,825
47,housemaid,single,tertiary,no,3232
48,management,divorced,secondary,no,1598
47,services,married,tertiary,no,871
56,services,married,secondary,no,83
29,management,single,tertiary,no,1445
38,technician,married,secondary,no,226
32,management,married,tertiary,no,-55
42,admin.,single,secondary,no,243
30,blue-collar,married,primary,no,-336
26,admin.,single,tertiary,no,3672
35,technician,married,secondary,no,0
35,technician,married,secondary,no,251
35,self-employed,single,tertiary,no,44
57,blue-collar,married,secondary,no,2887
29,admin.,single,secondary,no,1992
32,blue-collar,single,secondary,no,2
45,technician,married,secondary,no,1415
51,management,single,tertiary,no,297
31,technician,single,secondary,no,1094
50,self-employed,married,unknown,no,-84
38,blue-collar,single,secondary,no,-1
37,management,married,tertiary,no,347
35,management,married,tertiary,no,1253
37,unemployed,married,unknown,no,4565
28,management,single,tertiary,no,781
38,management,married,tertiary,no,7124
43,management,married,secondary,no,17555
43,management,married,unknown,no,5172
56,management,married,tertiary,no,15520
32,technician,single,tertiary,no,13711
58,management,divorced,tertiary,no,1533
47,management,married,tertiary,no,286
31,blue-collar,single,secondary,no,-219
38,management,married,tertiary,no,0
50,blue-collar,married,secondary,no,810
32,blue-collar,married,secondary,no,300
37,services,single,secondary,no,1175
39,management,married,tertiary,no,0
40,services,married,secondary,no,113
41,blue-collar,married,secondary,no,641
45,technician,married,secondary,no,1477
31,admin.,married,secondary,no,0
54,services,married,primary,no,8
39,admin.,divorced,secondary,no,399
56,admin.,divorced,secondary,yes,-435
35,admin.,single,secondary,no,2830
34,management,married,secondary,no,15
31,technician,single,secondary,no,125
38,technician,married,tertiary,no,45
41,technician,married,tertiary,no,13
44,entrepreneur,married,tertiary,no,0
49,blue-collar,married,secondary,no,579
30,services,single,secondary,no,432
31,services,single,secondary,no,1987
34,management,married,secondary,no,857
70,retired,married,tertiary,no,15834
45,management,married,tertiary,no,3370
31,management,married,tertiary,no,6290
57,admin.,married,secondary,no,808
40,services,married,unknown,no,4075
28,blue-collar,married,secondary,no,373
44,admin.,single,secondary,no,-101
49,services,divorced,secondary,no,3250
46,management,married,tertiary,no,1375
34,management,married,tertiary,no,180
58,technician,married,secondary,no,175
52,services,married,secondary,no,381
27,blue-collar,married,secondary,no,2171
48,technician,married,secondary,no,340
33,technician,divorced,secondary,yes,10
46,admin.,married,secondary,no,4958
51,housemaid,married,unknown,no,21244
31,management,married,tertiary,no,156
35,technician,divorced,secondary,no,473
37,admin.,single,secondary,no,781
60,entrepreneur,married,primary,no,0
40,technician,married,secondary,no,1819
50,management,married,tertiary,no,4374
34,entrepreneur,married,secondary,no,456
32,technician,married,secondary,no,253
36,services,single,secondary,no,774
32,admin.,single,tertiary,no,-59
40,services,divorced,secondary,no,-81
37,blue-collar,married,primary,no,0
57,management,married,tertiary,no,0
46,management,married,tertiary,no,-3
31,blue-collar,single,primary,no,2488
39,technician,divorced,tertiary,yes,3
35,management,married,secondary,no,839
32,blue-collar,married,primary,no,103
44,technician,divorced,secondary,no,316
41,technician,single,secondary,no,1680
59,retired,divorced,primary,no,7179
39,services,married,secondary,no,247
54,management,married,tertiary,no,8295
27,services,single,secondary,no,261
51,self-employed,married,secondary,no,95
33,technician,single,secondary,no,291
38,blue-collar,married,primary,no,2240
52,entrepreneur,married,tertiary,no,0
54,management,divorced,tertiary,no,1295
33,blue-collar,married,primary,no,324
50,technician,married,secondary,no,669
39,blue-collar,single,secondary,no,4143
34,management,single,tertiary,no,2646
41,technician,single,secondary,no,618
48,management,divorced,tertiary,no,541
38,services,married,secondary,no,434
34,blue-collar,married,secondary,no,622
32,blue-collar,married,secondary,no,0
48,management,married,secondary,no,99
28,services,single,secondary,no,290
47,blue-collar,married,secondary,no,1230
32,admin.,single,secondary,no,45
32,admin.,married,secondary,no,923
38,management,married,tertiary,no,950
86,retired,married,secondary,no,1503
47,technician,married,secondary,no,65
42,management,married,primary,no,-679
44,management,married,tertiary,no,773
25,student,single,unknown,no,10788
34,services,divorced,secondary,no,991
34,admin.,married,secondary,no,247
53,blue-collar,married,primary,no,4143
42,blue-collar,married,unknown,no,-406
30,blue-collar,single,secondary,no,180
26,blue-collar,single,primary,no,-887
40,services,married,secondary,no,4157
34,technician,single,secondary,no,1386
34,services,married,secondary,no,2211
40,management,married,tertiary,no,-495
36,management,married,tertiary,no,27359
34,technician,single,secondary,no,440
32,blue-collar,single,secondary,no,135
39,technician,married,secondary,no,-735
36,technician,married,tertiary,no,60
39,technician,divorced,secondary,no,902
33,management,married,unknown,no,18347
34,blue-collar,single,secondary,no,-72
42,management,married,tertiary,no,1205
46,technician,married,secondary,no,499
32,management,single,tertiary,no,656
27,services,married,secondary,no,100
35,technician,divorced,secondary,no,69
53,technician,married,unknown,no,619
29,services,single,secondary,no,192
35,management,single,tertiary,no,0
49,management,married,tertiary,no,87
58,management,married,tertiary,no,3228
40,management,single,tertiary,no,1361
19,student,single,unknown,no,0
30,student,single,tertiary,no,34
34,technician,single,secondary,no,318
60,retired,married,secondary,no,197
28,student,single,tertiary,no,0
46,management,married,tertiary,no,273
49,blue-collar,divorced,primary,no,15
59,management,divorced,tertiary,no,7813
44,technician,single,secondary,no,-27
33,technician,married,tertiary,no,75
54,retired,married,secondary,no,1139
26,blue-collar,married,secondary,no,115
54,blue-collar,married,secondary,no,0
48,housemaid,married,primary,no,7195
30,services,single,tertiary,no,-477
29,management,single,tertiary,no,1026
51,entrepreneur,married,tertiary,no,3921
53,unemployed,married,primary,no,980
43,blue-collar,married,secondary,no,-179
34,admin.,married,tertiary,no,2552
40,entrepreneur,married,tertiary,no,1729
43,technician,married,secondary,no,434
33,admin.,single,secondary,no,-300
66,retired,married,secondary,no,4785
44,technician,divorced,secondary,no,-329
33,services,married,secondary,no,0
31,technician,single,secondary,no,391
71,retired,married,primary,no,4657
22,student,single,primary,no,3472
46,unemployed,single,tertiary,no,705
32,services,married,secondary,no,255
45,blue-collar,married,secondary,no,4365
32,management,married,secondary,no,350
49,blue-collar,married,primary,no,474
27,technician,single,secondary,no,489
46,entrepreneur,married,secondary,no,757
37,management,single,tertiary,no,695
30,unemployed,single,secondary,yes,-770
44,self-employed,divorced,secondary,no,80
45,technician,married,secondary,no,315
27,student,single,secondary,no,213
57,housemaid,married,primary,no,0
66,management,married,tertiary,no,2169
40,admin.,divorced,secondary,no,212
48,blue-collar,married,secondary,no,333
33,blue-collar,single,secondary,no,4404
42,services,divorced,secondary,no,257
47,unemployed,married,secondary,no,3188
27,technician,single,tertiary,no,3083
78,retired,married,tertiary,no,226
50,services,married,primary,no,1260
46,entrepreneur,single,tertiary,no,1410
41,admin.,divorced,secondary,no,6046
36,admin.,single,tertiary,no,980
49,retired,married,primary,no,-37
46,management,divorced,tertiary,no,-154
77,retired,married,primary,no,680
30,technician,single,tertiary,no,799
43,management,single,secondary,yes,-1164
44,blue-collar,married,secondary,no,2523
40,blue-collar,married,primary,no,98
38,blue-collar,married,primary,no,3419
25,unemployed,single,tertiary,no,343
49,management,married,tertiary,no,852
33,blue-collar,married,primary,no,50
40,management,single,tertiary,no,0
44,blue-collar,married,primary,no,10
32,blue-collar,married,secondary,no,950
52,management,married,tertiary,no,0
35,management,married,tertiary,no,175
35,technician,married,secondary,no,-259
32,management,married,secondary,no,6217
42,technician,married,secondary,no,-1310
59,blue-collar,married,unknown,no,139
44,technician,single,secondary,no,7138
50,admin.,divorced,secondary,no,1111
27,blue-collar,single,secondary,no,113
55,management,divorced,tertiary,no,-612
54,blue-collar,married,unknown,no,310
31,unemployed,single,secondary,no,-186
56,admin.,married,unknown,no,2038
51,self-employed,married,tertiary,no,833
61,blue-collar,married,primary,no,625
34,technician,single,secondary,no,105
56,blue-collar,married,primary,no,551
29,student,single,unknown,no,145
34,management,single,tertiary,no,618
35,services,single,secondary,no,1063
56,admin.,divorced,secondary,no,985
45,blue-collar,married,secondary,no,2926
31,admin.,single,secondary,no,-449
37,entrepreneur,divorced,tertiary,no,66
43,admin.,married,secondary,no,0
40,management,married,unknown,no,419
44,management,married,primary,no,4758
38,admin.,single,secondary,no,-23
58,management,divorced,tertiary,no,1573
24,blue-collar,single,secondary,no,77
53,services,married,secondary,no,1378
36,blue-collar,married,secondary,no,-73
28,blue-collar,married,primary,no,60
45,blue-collar,married,primary,no,137
32,admin.,single,tertiary,no,1583
46,admin.,married,secondary,no,-121
28,blue-collar,single,secondary,no,1065
51,unemployed,married,secondary,no,-13
51,blue-collar,married,primary,no,1869
30,technician,single,secondary,no,4787
39,technician,married,secondary,yes,-183
28,blue-collar,married,primary,no,702
31,management,single,tertiary,no,1494
31,blue-collar,married,primary,no,0
38,management,married,tertiary,no,46
31,blue-collar,single,secondary,no,609
74,retired,divorced,secondary,no,4079
40,management,single,tertiary,no,0
43,technician,married,secondary,no,7876
34,technician,single,tertiary,no,925
54,management,divorced,tertiary,no,7010
51,blue-collar,married,primary,no,42
33,blue-collar,married,secondary,no,285
41,technician,married,tertiary,no,0
33,management,single,tertiary,no,3170
48,admin.,married,secondary,no,8
42,self-employed,divorced,tertiary,no,216
35,management,single,tertiary,no,2975
25,admin.,married,secondary,no,894
38,blue-collar,single,primary,no,490
45,entrepreneur,married,secondary,no,245
59,management,divorced,tertiary,no,0
47,management,married,unknown,no,150
33,management,married,tertiary,no,4
59,management,married,primary,no,1727
41,blue-collar,divorced,primary,no,664
42,technician,married,secondary,no,473
51,technician,divorced,tertiary,no,0
45,management,married,tertiary,no,-192
30,management,married,tertiary,no,1942
33,blue-collar,single,secondary,no,5137
43,management,married,tertiary,no,13044
37,blue-collar,married,secondary,no,1053
73,retired,married,primary,no,154
43,blue-collar,married,secondary,no,625
52,unemployed,married,primary,no,255
44,management,married,tertiary,no,529
56,management,married,tertiary,no,318
21,services,single,secondary,no,1903
43,unknown,married,tertiary,no,1937
54,management,married,primary,no,3859
59,technician,married,primary,no,4198
52,blue-collar,married,primary,no,230
31,admin.,single,secondary,no,747
53,admin.,married,secondary,no,263
24,technician,single,secondary,no,-46
57,retired,married,secondary,no,0
48,technician,married,secondary,no,568
57,technician,married,secondary,no,1469
51,technician,married,secondary,no,18
50,management,divorced,tertiary,no,201
34,blue-collar,married,secondary,no,1412
43,blue-collar,married,primary,no,-93
31,services,married,secondary,no,-331
29,blue-collar,married,unknown,no,486
39,blue-collar,married,primary,no,694
36,management,single,tertiary,no,2806
38,unemployed,single,tertiary,no,0
56,management,divorced,tertiary,no,2959
41,housemaid,divorced,primary,no,22
47,technician,married,secondary,no,1167
38,management,single,tertiary,no,35
80,retired,married,secondary,no,8304
37,services,married,secondary,no,4760
44,management,single,tertiary,no,-1313
33,blue-collar,single,secondary,no,697
53,technician,married,secondary,no,230
69,retired,married,tertiary,no,473
46,technician,married,secondary,no,1427
30,management,single,tertiary,no,201
31,self-employed,single,secondary,no,1086
38,management,divorced,tertiary,no,4335
34,services,divorced,secondary,no,44
48,unknown,married,unknown,no,286
46,blue-collar,divorced,primary,no,216
42,admin.,married,secondary,no,214
41,blue-collar,married,secondary,no,343
33,blue-collar,married,secondary,no,-77
39,blue-collar,married,primary,no,1046
27,student,single,secondary,no,1566
26,management,single,tertiary,no,592
38,management,single,tertiary,no,104
48,blue-collar,married,secondary,no,0
54,services,married,secondary,no,-22
51,services,married,secondary,no,0
47,technician,married,secondary,no,72
53,technician,married,secondary,no,100
35,blue-collar,married,primary,no,319
58,management,married,tertiary,no,9339
52,management,divorced,tertiary,no,50
57,retired,married,secondary,yes,32
52,management,married,tertiary,no,6922
35,management,single,tertiary,no,633
48,technician,married,secondary,no,4265
46,entrepreneur,married,tertiary,no,2262
39,services,married,secondary,no,1970
38,self-employed,divorced,tertiary,no,1513
34,entrepreneur,married,secondary,no,4659
47,entrepreneur,married,primary,no,668
35,management,divorced,tertiary,no,649
46,blue-collar,divorced,primary,no,452
27,admin.,single,secondary,no,-145
31,blue-collar,married,secondary,no,-498
31,management,single,tertiary,no,0
46,admin.,married,secondary,no,22
31,admin.,married,secondary,no,2304
33,management,married,tertiary,no,1412
42,housemaid,married,primary,no,145
33,management,single,primary,no,4897
40,housemaid,married,primary,no,1832
51,blue-collar,married,primary,no,3726
31,unemployed,married,tertiary,no,591
62,retired,divorced,tertiary,no,0
24,student,single,secondary,no,508
48,unemployed,married,secondary,no,817
41,technician,divorced,secondary,no,348
43,management,married,tertiary,no,291
52,technician,married,secondary,no,3554
54,blue-collar,married,primary,no,781
32,technician,divorced,tertiary,no,267
38,blue-collar,married,primary,no,1327
41,admin.,married,primary,no,-306
31,blue-collar,single,primary,no,864
35,housemaid,married,tertiary,no,1265
26,admin.,married,secondary,no,0
52,technician,married,tertiary,no,214
58,retired,married,secondary,no,425
57,housemaid,married,tertiary,no,3
34,management,married,tertiary,no,0
59,blue-collar,married,primary,no,0
27,technician,single,secondary,no,282
42,entrepreneur,married,tertiary,no,0
47,housemaid,single,tertiary,no,3727
33,blue-collar,married,secondary,no,0
31,services,single,secondary,no,864
37,management,married,tertiary,no,4089
29,blue-collar,married,secondary,no,-478
38,unemployed,married,primary,no,-363
35,self-employed,married,secondary,no,8883
31,technician,single,secondary,no,1970
62,management,married,tertiary,no,1859
32,technician,single,tertiary,no,1059
31,services,married,secondary,no,388
51,blue-collar,divorced,primary,no,602
29,services,single,secondary,no,0
43,blue-collar,married,primary,no,255
36,blue-collar,married,secondary,no,63
34,self-employed,married,primary,no,712
29,services,married,secondary,no,57
57,retired,married,secondary,no,523
43,management,married,tertiary,no,422
33,services,married,secondary,no,386
60,management,married,tertiary,no,3387
51,technician,married,primary,no,260
40,admin.,single,secondary,no,-1
51,technician,married,secondary,no,1490
38,services,married,secondary,no,497
35,technician,married,secondary,no,1707
47,technician,married,secondary,no,826
45,blue-collar,married,primary,no,907
40,services,married,secondary,no,1836
29,entrepreneur,single,secondary,no,404
52,management,divorced,tertiary,no,907
26,technician,married,secondary,no,18
31,blue-collar,single,primary,no,-495
55,services,married,unknown,no,1210
35,services,married,secondary,no,819
56,management,divorced,tertiary,no,442
28,blue-collar,single,secondary,no,-46
27,student,single,secondary,no,671
30,technician,married,secondary,no,371
51,technician,married,tertiary,no,-3
33,management,married,secondary,no,11
32,blue-collar,single,secondary,no,33
43,entrepreneur,married,secondary,no,104
46,blue-collar,married,primary,no,174
32,management,married,tertiary,no,3107
40,services,married,secondary,no,1438
39,blue-collar,married,secondary,no,1367
51,blue-collar,married,primary,no,-11
46,admin.,single,secondary,no,1693
43,blue-collar,married,primary,no,778
36,technician,married,tertiary,no,837
48,management,married,tertiary,no,363
26,admin.,single,secondary,no,236
39,admin.,single,unknown,no,0
47,management,married,tertiary,no,-50
23,entrepreneur,single,primary,no,4
54,management,divorced,tertiary,no,26306
38,admin.,married,secondary,no,46
33,technician,married,secondary,no,575
35,admin.,divorced,secondary,no,148
52,services,married,secondary,no,431
25,technician,single,tertiary,no,777
29,management,married,tertiary,no,199
35,technician,single,tertiary,no,3552
49,services,married,secondary,no,47
41,admin.,divorced,secondary,no,3823
32,management,married,tertiary,no,138
29,admin.,single,secondary,no,1117
28,blue-collar,married,secondary,no,1325
59,retired,married,secondary,no,0
34,entrepreneur,married,tertiary,no,4343
55,management,divorced,tertiary,no,1598
34,management,married,tertiary,no,3301
24,student,single,secondary,no,822
42,technician,divorced,secondary,no,-280
34,management,single,unknown,no,1534
34,admin.,married,secondary,no,1671
51,self-employed,married,tertiary,no,2007
58,blue-collar,married,primary,no,0
44,technician,married,secondary,no,2776
33,blue-collar,married,secondary,no,139
34,management,married,tertiary,no,573
34,admin.,married,secondary,no,475
42,blue-collar,divorced,secondary,no,47
46,management,single,tertiary,no,2154
31,self-employed,single,tertiary,no,96
39,entrepreneur,married,tertiary,no,83
34,management,single,tertiary,no,6766
47,technician,married,secondary,no,3973
42,services,divorced,secondary,no,372
48,blue-collar,single,secondary,no,-552
30,self-employed,single,tertiary,no,48
38,technician,married,secondary,no,7696
24,services,married,secondary,no,4500
34,technician,married,secondary,no,1
46,management,single,tertiary,no,46
32,admin.,divorced,secondary,yes,-18
46,services,married,secondary,no,451
26,self-employed,married,tertiary,no,479
42,blue-collar,married,secondary,no,0
50,technician,married,secondary,no,1130
41,blue-collar,married,primary,no,389
34,admin.,single,secondary,no,10
32,services,married,secondary,no,401
58,housemaid,single,tertiary,no,145
45,technician,married,secondary,no,115
28,admin.,single,secondary,no,89
35,technician,married,secondary,no,94
39,services,married,secondary,no,1438
49,unemployed,divorced,tertiary,no,780
50,management,married,tertiary,no,207
37,management,married,tertiary,no,238
45,blue-collar,married,primary,no,2433
30,housemaid,single,secondary,no,1924
48,unemployed,married,tertiary,no,-471
36,management,single,tertiary,no,1531
41,management,single,secondary,no,764
55,blue-collar,married,secondary,no,383
70,retired,married,primary,no,3782
41,management,married,tertiary,no,326
47,services,divorced,secondary,no,691
34,technician,single,secondary,no,0
33,management,single,tertiary,no,99
58,retired,married,secondary,no,502
51,management,married,tertiary,no,-15
45,management,married,tertiary,no,1929
55,admin.,married,secondary,no,0
30,blue-collar,single,primary,no,185
33,management,single,secondary,no,-424
27,services,single,secondary,no,0
59,retired,married,secondary,no,319
34,management,single,tertiary,no,171
47,technician,divorced,tertiary,no,-1148
44,blue-collar,married,primary,no,-11
35,admin.,single,secondary,no,0
45,management,married,tertiary,no,-206
42,blue-collar,married,primary,no,704
38,technician,married,secondary,no,1931
34,technician,single,secondary,no,943
35,technician,married,secondary,no,327
29,management,single,secondary,no,-105
58,retired,married,secondary,no,983
44,blue-collar,single,primary,no,787
45,entrepreneur,married,tertiary,no,0
43,blue-collar,married,secondary,no,3060
44,services,married,secondary,no,5780
30,technician,single,secondary,no,790
38,unemployed,married,tertiary,no,1449
50,technician,married,secondary,no,1412
21,student,single,secondary,no,681
38,entrepreneur,married,tertiary,no,228
42,admin.,married,secondary,no,0
45,technician,single,tertiary,no,2087
34,entrepreneur,married,secondary,no,2
48,technician,married,secondary,no,197
34,services,married,secondary,no,0
32,blue-collar,married,secondary,no,1905
35,technician,married,tertiary,no,118
39,entrepreneur,married,tertiary,no,2644
36,self-employed,married,tertiary,no,16430
35,technician,married,secondary,no,13
57,services,divorced,secondary,no,14
28,technician,single,secondary,no,769
43,admin.,married,unknown,no,3485
57,management,married,secondary,no,139
34,services,divorced,secondary,no,202
36,technician,married,tertiary,no,6
47,management,divorced,tertiary,no,2515
36,management,divorced,tertiary,no,5195
33,management,married,tertiary,no,2098
57,management,married,tertiary,no,320
57,management,married,tertiary,no,3431
34,admin.,married,secondary,no,50
51,housemaid,divorced,tertiary,no,370
54,blue-collar,divorced,primary,no,-182
52,self-employed,single,tertiary,no,1623
43,entrepreneur,married,tertiary,no,13342
58,retired,single,primary,no,6570
53,admin.,married,secondary,no,225
44,management,married,secondary,no,-665
29,management,single,tertiary,no,0
27,services,single,secondary,no,54
35,blue-collar,married,primary,no,46
40,self-employed,married,secondary,no,2
34,blue-collar,married,secondary,no,103
38,admin.,single,secondary,no,883
32,services,married,secondary,no,55
41,admin.,married,secondary,no,8238
25,blue-collar,single,secondary,no,913
38,blue-collar,divorced,secondary,no,595
26,technician,single,secondary,no,7
37,technician,single,tertiary,no,1661
30,management,married,tertiary,no,102
36,services,married,secondary,no,338
33,management,married,secondary,no,3132
33,admin.,single,tertiary,no,490
35,management,married,tertiary,no,2682
24,services,married,tertiary,no,0
29,unemployed,married,secondary,no,596
54,blue-collar,married,secondary,no,2059
27,admin.,married,secondary,no,132
34,management,married,secondary,no,0
39,blue-collar,married,primary,no,385
38,management,married,tertiary,no,223
37,management,married,tertiary,no,0
26,services,single,secondary,no,512
36,entrepreneur,married,tertiary,no,1169
35,management,single,tertiary,no,71
30,management,single,tertiary,no,940
25,technician,single,secondary,no,-80
34,technician,married,secondary,no,0
52,unknown,married,unknown,no,1317
39,admin.,married,secondary,no,179
34,management,married,secondary,no,1007
34,management,single,secondary,no,0
30,services,married,secondary,no,1286
33,services,married,secondary,no,804
30,student,single,secondary,no,4
51,blue-collar,married,primary,no,0
36,services,single,secondary,no,417
48,blue-collar,married,primary,no,1678
37,services,divorced,secondary,no,532
58,management,married,secondary,no,407
56,management,divorced,tertiary,no,659
34,blue-collar,married,secondary,no,393
33,admin.,divorced,secondary,no,661
26,services,single,secondary,no,0
40,management,single,unknown,no,838
35,services,married,secondary,no,195
45,entrepreneur,married,secondary,no,68
37,technician,single,secondary,no,-242
35,management,divorced,tertiary,no,321
43,services,single,secondary,no,3403
28,blue-collar,married,secondary,no,8
32,blue-collar,divorced,secondary,no,739
26,unemployed,single,secondary,no,622
35,services,married,secondary,no,152
35,technician,single,secondary,no,2
39,blue-collar,married,secondary,no,1439
42,blue-collar,divorced,secondary,no,1491
32,technician,single,secondary,no,6402
30,unemployed,married,secondary,no,1210
26,management,single,tertiary,no,122
30,student,single,secondary,no,0
32,management,married,tertiary,no,62
47,services,married,secondary,no,3333
33,technician,married,tertiary,no,16992
57,blue-collar,married,primary,no,23
35,admin.,married,secondary,no,0
53,technician,married,tertiary,no,6072
24,retired,single,secondary,no,366
54,management,divorced,tertiary,no,0
31,management,married,tertiary,no,1343
41,entrepreneur,married,secondary,no,2105
44,unknown,married,secondary,no,2319
35,services,single,secondary,no,35
30,management,married,tertiary,no,877
43,blue-collar,single,primary,no,30
51,entrepreneur,married,secondary,yes,-2082
60,retired,married,secondary,no,89
43,self-employed,married,secondary,no,104
31,management,married,tertiary,no,1750
56,management,married,primary,no,772
42,technician,married,secondary,no,1048
52,entrepreneur,married,primary,no,592
40,technician,married,secondary,no,0
36,services,married,secondary,no,3064
40,services,married,primary,no,33
46,blue-collar,married,secondary,no,0
32,admin.,single,secondary,no,1649
31,housemaid,single,tertiary,no,287
41,technician,divorced,secondary,no,0
58,housemaid,married,primary,no,419
36,services,married,secondary,no,257
52,technician,married,secondary,no,118
42,management,married,tertiary,no,251
32,management,single,tertiary,no,1731
62,management,married,tertiary,no,0
31,technician,single,tertiary,no,23
41,blue-collar,single,secondary,yes,-386
34,self-employed,married,tertiary,no,5498
44,management,single,tertiary,no,5063
42,blue-collar,married,primary,no,7041
37,entrepreneur,single,secondary,no,654
47,management,married,tertiary,no,1890
32,unemployed,married,secondary,no,2400
46,blue-collar,married,secondary,no,519
39,technician,single,tertiary,no,1190
28,services,single,secondary,no,229
26,student,single,secondary,no,203
52,technician,married,secondary,no,1818
42,unemployed,married,secondary,no,1289
33,technician,divorced,tertiary,no,39
73,retired,married,primary,no,796
35,admin.,single,secondary,no,57
40,management,married,tertiary,no,1548
51,technician,married,secondary,no,117
37,admin.,single,secondary,no,0
39,management,married,tertiary,no,691
28,blue-collar,married,secondary,no,64
49,technician,divorced,tertiary,no,0
36,admin.,married,secondary,no,957
45,technician,married,secondary,no,118
29,technician,single,tertiary,no,218
35,management,married,secondary,no,724
35,housemaid,married,tertiary,no,20
30,blue-collar,married,secondary,no,-28
46,blue-collar,married,primary,no,665
25,student,single,tertiary,no,5
36,management,married,tertiary,no,925
42,blue-collar,married,primary,no,2519
57,admin.,married,secondary,no,3927
42,management,divorced,tertiary,no,401
29,management,married,tertiary,no,581
36,technician,married,tertiary,no,1327
31,unemployed,married,secondary,no,3242
59,technician,married,primary,no,3163
50,unemployed,divorced,secondary,no,32
47,admin.,married,secondary,no,310
46,housemaid,married,primary,no,0
26,blue-collar,single,primary,no,155
31,services,single,secondary,no,11386
30,services,married,tertiary,no,1380
47,blue-collar,single,unknown,no,2443
23,technician,single,tertiary,no,1129
44,unemployed,single,primary,no,4232
42,self-employed,married,secondary,no,5564
32,services,single,secondary,no,-402
28,admin.,single,secondary,no,1323
57,retired,married,primary,no,1623
38,technician,married,tertiary,no,1042
22,student,single,secondary,no,2488
54,admin.,married,secondary,no,865
32,technician,married,tertiary,no,-1053
32,management,married,tertiary,no,1667
59,admin.,divorced,secondary,no,975
45,technician,married,secondary,no,2571
53,unknown,married,primary,no,732
50,admin.,divorced,secondary,no,769
34,technician,married,secondary,no,-136
35,admin.,divorced,secondary,no,3636
30,management,married,tertiary,no,931
62,housemaid,married,secondary,no,565
40,blue-collar,married,secondary,no,271
26,self-employed,single,tertiary,no,1153
34,management,married,tertiary,no,-73
50,unknown,married,unknown,no,558
31,unknown,divorced,tertiary,no,137
35,technician,married,secondary,no,700
55,retired,married,primary,no,-966
34,admin.,married,secondary,no,96
58,retired,married,primary,no,4007
50,management,single,tertiary,no,567
31,technician,single,secondary,no,40
47,admin.,divorced,secondary,no,136
38,self-employed,single,tertiary,no,917
46,management,single,tertiary,no,593
42,blue-collar,married,primary,no,505
34,blue-collar,married,secondary,no,2542
37,management,married,tertiary,no,5355
38,student,single,tertiary,no,807
59,retired,married,secondary,no,9976
32,admin.,married,secondary,no,0
55,management,married,tertiary,no,540
35,blue-collar,married,secondary,no,280
56,management,divorced,tertiary,no,-59
27,admin.,married,secondary,yes,-517
42,unemployed,single,secondary,no,2613
42,student,married,unknown,no,-7
41,blue-collar,married,primary,no,0
53,retired,divorced,secondary,yes,-200
67,retired,married,primary,no,2301
53,housemaid,married,primary,no,104
33,blue-collar,married,primary,no,191
31,technician,single,unknown,no,694
31,admin.,married,secondary,no,212
30,management,married,tertiary,no,1882
48,blue-collar,married,unknown,no,131
30,technician,single,secondary,no,175
43,technician,single,tertiary,yes,0
38,management,divorced,tertiary,no,4425
46,unemployed,married,secondary,no,3533
59,blue-collar,divorced,secondary,no,3573
44,management,divorced,tertiary,no,476
35,blue-collar,married,secondary,no,1257
55,blue-collar,married,unknown,no,23
39,management,single,tertiary,no,0
36,services,single,secondary,no,398
